9.598361015319824219e+00,1.038378906250000000e+01
9.540344238281250000e+00,1.377743816375732422e+01
-6.257512092590332031e+00,1.122345733642578125e+01
1.080754184722900391e+01,1.381759166717529297e+01
7.907311439514160156e+00,5.832342147827148438e+00
7.904423236846923828e+00,4.576130867004394531e+00
-1.102439212799072266e+01,8.856272697448730469e+00
8.714459419250488281e+00,9.535689353942871094e+00
9.084314346313476562e+00,5.873170375823974609e+00
8.633812904357910156e+00,8.336677551269531250e+00
7.578089714050292969e+00,6.522408485412597656e+00
9.098657608032226562e+00,1.513502025604248047e+01
7.867743968963623047e+00,6.910420417785644531e+00
9.420748710632324219e+00,1.433996391296386719e+01
-6.079607963562011719e+00,6.816390037536621094e+00
7.916440010070800781e+00,1.342775821685791016e+01
7.360374927520751953e+00,5.892568111419677734e+00
8.633380889892578125e+00,8.228387832641601562e+00
1.062452983856201172e+01,1.317597389221191406e+01
9.341666221618652344e+00,7.247013568878173828e+00
9.276297569274902344e+00,6.580472469329833984e+00
-6.352166175842285156e+00,1.097547340393066406e+01
-6.078465938568115234e+00,1.073608016967773438e+01
9.414458274841308594e+00,7.058022975921630859e+00
7.116426467895507812e+00,6.287229061126708984e+00
8.256425857543945312e+00,7.870884895324707031e+00
8.820972442626953125e+00,1.437124633789062500e+01
7.574601650238037109e+00,5.759904384613037109e+00
9.515527725219726562e+00,1.484295749664306641e+01
-6.238469123840332031e+00,1.127254104614257812e+01
7.877803802490234375e+00,6.066102504730224609e+00
-5.456979274749755859e+00,6.231562137603759766e+00
7.822433471679687500e+00,7.462759494781494141e+00
8.930330276489257812e+00,8.410626411437988281e+00
5.720590591430664062e+00,-2.015927076339721680e+00
8.054032325744628906e+00,7.395651817321777344e+00
6.566744804382324219e+00,5.957038402557373047e+00
9.281336784362792969e+00,1.513538265228271484e+01
7.645095825195312500e+00,8.084009170532226562e+00
9.028807640075683594e+00,5.530029773712158203e+00
4.609167575836181641e+00,-1.506471395492553711e+00
9.581725120544433594e+00,9.311094284057617188e+00
8.096381187438964844e+00,5.239298820495605469e+00
7.505070209503173828e+00,7.244454383850097656e+00
6.465091228485107422e+00,5.420675277709960938e+00
8.678745269775390625e+00,1.336848163604736328e+01
7.919826507568359375e+00,5.538546562194824219e+00
9.034832000732421875e+00,7.504067897796630859e+00
-5.728518009185791016e+00,6.729132652282714844e+00
7.585950374603271484e+00,5.056184768676757812e+00
1.071023368835449219e+01,1.404464626312255859e+01
1.021530723571777344e+01,1.416311073303222656e+01
7.096815109252929688e+00,7.014719486236572266e+00
7.063045978546142578e+00,5.281458377838134766e+00
6.952359676361083984e+00,5.688125133514404297e+00
5.351243495941162109e+00,-2.505538940429687500e+00
7.483245849609375000e+00,7.592483520507812500e+00
1.054416751861572266e+01,1.390819931030273438e+01
-5.282216548919677734e+00,6.394310951232910156e+00
9.052824974060058594e+00,7.195162296295166016e+00
8.368886947631835938e+00,1.291164207458496094e+01
8.253328323364257812e+00,1.373071575164794922e+01
1.023353672027587891e+01,1.443699741363525391e+01
-6.053750991821289062e+00,6.804294586181640625e+00
8.890396118164062500e+00,6.705657005310058594e+00
7.918750762939453125e+00,7.646237850189208984e+00
8.626031875610351562e+00,9.124574661254882812e+00
1.059186172485351562e+01,1.268764305114746094e+01
9.264695167541503906e+00,6.855637550354003906e+00
-5.911313056945800781e+00,6.630911827087402344e+00
8.832740783691406250e+00,6.895342826843261719e+00
8.995599746704101562e+00,1.448508262634277344e+01
8.168807029724121094e+00,7.034497261047363281e+00
7.705325603485107422e+00,4.776989936828613281e+00
8.672355651855468750e+00,9.384048461914062500e+00
7.998569488525390625e+00,5.774198532104492188e+00
8.146637916564941406e+00,5.086000919342041016e+00
5.583262443542480469e+00,-2.630413770675659180e+00
7.181017875671386719e+00,6.534310817718505859e+00
9.679652214050292969e+00,1.411404705047607422e+01
8.368414878845214844e+00,7.703535079956054688e+00
9.426529884338378906e+00,7.383971691131591797e+00
8.035663604736328125e+00,7.582893848419189453e+00
8.772857666015625000e+00,6.851365089416503906e+00
-5.571173191070556641e+00,6.541072845458984375e+00
7.545248985290527344e+00,5.164911746978759766e+00
-5.628037452697753906e+00,6.692754745483398438e+00
8.366327285766601562e+00,8.037052154541015625e+00
1.044813346862792969e+01,1.347686386108398438e+01
1.091832828521728516e+01,1.376917362213134766e+01
7.416378974914550781e+00,6.816622734069824219e+00
8.839808464050292969e+00,8.258897781372070312e+00
8.576593399047851562e+00,6.932077884674072266e+00
8.330243110656738281e+00,7.609692096710205078e+00
-5.631344318389892578e+00,6.226250648498535156e+00
6.750560760498046875e+00,6.071919441223144531e+00
8.650438308715820312e+00,1.492000007629394531e+01
7.748614788055419922e+00,7.155027866363525391e+00
9.241868019104003906e+00,1.402524375915527344e+01
8.483483314514160156e+00,6.647694110870361328e+00
9.152297973632812500e+00,1.504094505310058594e+01
8.021922111511230469e+00,6.259492397308349609e+00
7.720205307006835938e+00,7.071439743041992188e+00
7.552149295806884766e+00,5.993650913238525391e+00
5.470263481140136719e+00,-2.197685956954956055e+00
7.121900081634521484e+00,5.165865898132324219e+00
8.620006561279296875e+00,5.523455142974853516e+00
8.282906532287597656e+00,5.242418766021728516e+00
9.717422485351562500e+00,1.516944217681884766e+01
8.018758773803710938e+00,5.437895298004150391e+00
8.661911964416503906e+00,6.032506942749023438e+00
8.664813041687011719e+00,7.282081604003906250e+00
7.237481594085693359e+00,6.649288177490234375e+00
8.752458572387695312e+00,6.288172245025634766e+00
1.052680301666259766e+01,1.397352027893066406e+01
8.278474807739257812e+00,7.975459575653076172e+00
8.385067939758300781e+00,5.541065692901611328e+00
9.585511207580566406e+00,1.455490779876708984e+01
7.858129024505615234e+00,7.467406272888183594e+00
6.506716251373291016e+00,-2.154933691024780273e+00
1.046383285522460938e+01,1.359545707702636719e+01
-5.326947689056396484e+00,6.157720565795898438e+00
9.466366767883300781e+00,1.506478881835937500e+01
8.849874496459960938e+00,6.530131340026855469e+00
8.777165412902832031e+00,1.324315071105957031e+01
8.622114181518554688e+00,1.365417671203613281e+01
7.583494186401367188e+00,6.539667129516601562e+00
8.531571388244628906e+00,1.342524623870849609e+01
8.644697189331054688e+00,1.308490657806396484e+01
7.960649967193603516e+00,7.698511600494384766e+00
1.092552185058593750e+01,1.380032825469970703e+01
7.329832553863525391e+00,6.099235534667968750e+00
8.627805709838867188e+00,1.420587158203125000e+01
7.391894817352294922e+00,6.010123252868652344e+00
9.321599960327148438e+00,9.154799461364746094e+00
7.980002880096435547e+00,6.643000602722167969e+00
5.092689514160156250e+00,-2.184255123138427734e+00
8.385593414306640625e+00,6.800756454467773438e+00
9.393235206604003906e+00,1.381297874450683594e+01
6.513113021850585938e+00,8.110181808471679688e+00
8.949079513549804688e+00,1.496881294250488281e+01
7.578551292419433594e+00,7.294909477233886719e+00
8.647501945495605469e+00,1.486297321319580078e+01
8.540937423706054688e+00,5.580686092376708984e+00
8.366748809814453125e+00,6.769062995910644531e+00
5.843935966491699219e+00,-2.099769115447998047e+00
7.475015640258789062e+00,7.115019321441650391e+00
7.433863639831542969e+00,5.148514747619628906e+00
7.092156410217285156e+00,5.308274269104003906e+00
7.883790969848632812e+00,7.708268165588378906e+00
7.731666564941406250e+00,6.757606506347656250e+00
5.279510974884033203e+00,-1.819936394691467285e+00
7.441794872283935547e+00,6.000926971435546875e+00
8.879370689392089844e+00,7.472945213317871094e+00
7.718388080596923828e+00,6.140756607055664062e+00
8.317389488220214844e+00,7.008159160614013672e+00
5.404656410217285156e+00,-1.635128378868103027e+00
8.986765861511230469e+00,8.951857566833496094e+00
9.167753219604492188e+00,1.486707973480224609e+01
7.606996059417724609e+00,6.432200431823730469e+00
7.630916118621826172e+00,5.696812152862548828e+00
1.025285816192626953e+01,1.384332084655761719e+01
8.902302742004394531e+00,1.467658233642578125e+01
9.257022857666015625e+00,1.308087253570556641e+01
8.820373535156250000e+00,6.193860054016113281e+00
-5.105863094329833984e+00,6.683887481689453125e+00
8.943050384521484375e+00,7.478381633758544922e+00
8.180203437805175781e+00,1.403377628326416016e+01
8.064138412475585938e+00,1.423228263854980469e+01
8.541242599487304688e+00,5.464388847351074219e+00
