8.605647087097167969e+00,8.805365562438964844e+00,0.000000000000000000e+00
9.058965682983398438e+00,1.288176155090332031e+01,0.000000000000000000e+00
-1.670525908470153809e+00,6.421715736389160156e+00,0.000000000000000000e+00
9.842982292175292969e+00,8.999766349792480469e+00,0.000000000000000000e+00
1.082546424865722656e+01,1.508128166198730469e+01,0.000000000000000000e+00
1.273751831054687500e+01,1.427066421508789062e+01,0.000000000000000000e+00
-1.959634661674499512e+00,5.664808750152587891e+00,0.000000000000000000e+00
1.013206863403320312e+01,1.491480445861816406e+01,0.000000000000000000e+00
9.594362258911132812e+00,1.276952075958251953e+01,0.000000000000000000e+00
1.145734977722167969e+01,1.367439365386962891e+01,0.000000000000000000e+00
1.419734668731689453e+01,1.016098022460937500e+01,0.000000000000000000e+00
1.043858909606933594e+01,8.307101249694824219e+00,0.000000000000000000e+00
1.411778926849365234e+01,1.016113281250000000e+01,0.000000000000000000e+00
1.397733592987060547e+01,1.156759262084960938e+01,0.000000000000000000e+00
-1.927015304565429688e+00,5.482893943786621094e+00,0.000000000000000000e+00
1.187789535522460938e+01,1.115121555328369141e+01,0.000000000000000000e+00
1.200081157684326172e+01,1.316886138916015625e+01,0.000000000000000000e+00
1.425796699523925781e+01,9.954753875732421875e+00,0.000000000000000000e+00
9.540459632873535156e+00,8.915953636169433594e+00,0.000000000000000000e+00
1.051186084747314453e+01,1.528553390502929688e+01,0.000000000000000000e+00
1.101525306701660156e+01,9.353313446044921875e+00,0.000000000000000000e+00
-1.625847101211547852e+00,6.464378833770751953e+00,0.000000000000000000e+00
-1.636233448982238770e+00,6.481799125671386719e+00,0.000000000000000000e+00
1.314887714385986328e+01,1.037040615081787109e+01,0.000000000000000000e+00
1.404566574096679688e+01,1.003556632995605469e+01,0.000000000000000000e+00
1.084620285034179688e+01,1.358136463165283203e+01,0.000000000000000000e+00
8.761255264282226562e+00,1.432606887817382812e+01,0.000000000000000000e+00
1.466470432281494141e+01,1.041522789001464844e+01,0.000000000000000000e+00
8.708833694458007812e+00,8.596422195434570312e+00,0.000000000000000000e+00
-1.615007042884826660e+00,6.474742889404296875e+00,0.000000000000000000e+00
9.145902633666992188e+00,1.288198852539062500e+01,0.000000000000000000e+00
-2.049330711364746094e+00,5.753877639770507812e+00,0.000000000000000000e+00
1.227760314941406250e+01,9.942776679992675781e+00,0.000000000000000000e+00
8.661029815673828125e+00,1.445161628723144531e+01,0.000000000000000000e+00
9.129569053649902344e+00,1.126381206512451172e+01,0.000000000000000000e+00
1.039504432678222656e+01,1.374153900146484375e+01,0.000000000000000000e+00
9.991161346435546875e+00,1.391568565368652344e+01,0.000000000000000000e+00
9.909921646118164062e+00,8.688325881958007812e+00,0.000000000000000000e+00
1.361702537536621094e+01,1.182114028930664062e+01,0.000000000000000000e+00
9.611467361450195312e+00,1.481445980072021484e+01,0.000000000000000000e+00
8.342395782470703125e+00,1.099855327606201172e+01,0.000000000000000000e+00
9.064959526062011719e+00,1.289304161071777344e+01,0.000000000000000000e+00
1.175964355468750000e+01,1.161134147644042969e+01,0.000000000000000000e+00
1.360501480102539062e+01,1.183176326751708984e+01,0.000000000000000000e+00
8.544260025024414062e+00,1.110587310791015625e+01,0.000000000000000000e+00
1.192824363708496094e+01,1.363129615783691406e+01,0.000000000000000000e+00
9.081213951110839844e+00,1.285207080841064453e+01,0.000000000000000000e+00
1.009962368011474609e+01,1.297523307800292969e+01,0.000000000000000000e+00
-2.032267332077026367e+00,5.740725040435791016e+00,0.000000000000000000e+00
1.326184082031250000e+01,1.020453929901123047e+01,0.000000000000000000e+00
1.012531661987304688e+01,8.633848190307617188e+00,0.000000000000000000e+00
1.031350898742675781e+01,8.467551231384277344e+00,0.000000000000000000e+00
1.079986667633056641e+01,1.467662811279296875e+01,0.000000000000000000e+00
1.187920475006103516e+01,1.120172023773193359e+01,0.000000000000000000e+00
