9.089159965515136719e-02,4.598697125911712646e-01,2.728645801544189453e-01,-8.767018467187881470e-02,-6.670457124710083008e-01,5.530843734741210938e-01,1.445244699716567993e-01,-5.293465405702590942e-02,4.467207193374633789e-01,-7.617042660713195801e-01,-3.772962689399719238e-01,-5.753085613250732422e-01,-3.190326094627380371e-01,3.435319960117340088e-01,4.287932068109512329e-02,5.468492507934570312e-01,2.488017678260803223e-01,-5.465573072433471680e-01,-2.530277073383331299e-01,5.288003683090209961e-01,2.619336247444152832e-01,7.380780577659606934e-02,-3.549153804779052734e-01,-4.027231931686401367e-01,-2.214869707822799683e-01,2.031815946102142334e-01,6.385141015052795410e-01,5.369514226913452148e-01,-6.112434342503547668e-02,1.586113870143890381e-01,-2.370423823595046997e-01,1.613429188728332520e-01
-5.575274229049682617e-01,-3.796326220035552979e-01,-2.211759239435195923e-02,3.382517099380493164e-01,-2.911750078201293945e-01,2.190835475921630859e-01,-1.051802992820739746e+00,2.552763521671295166e-01,5.399004220962524414e-01,2.441762983798980713e-01,-7.368324398994445801e-01,-1.033203527331352234e-01,7.176969647407531738e-01,-3.169911205768585205e-01,3.672280907630920410e-02,-2.608599066734313965e-01,-2.424556612968444824e-01,4.473751485347747803e-01,-1.912878155708312988e-01,-8.215920627117156982e-02,-4.995446652173995972e-03,-5.396538972854614258e-02,2.562723159790039062e-01,4.598194956779479980e-01,5.322768688201904297e-01,-4.687134325504302979e-01,-1.843082755804061890e-01,1.509504318237304688e-01,-2.116482257843017578e-01,1.995154023170471191e-01,3.984274864196777344e-01,-4.999854862689971924e-01
-2.177660912275314331e-02,6.484245657920837402e-01,2.560851573944091797e-01,-1.644081175327301025e-01,-6.964004039764404297e-01,-7.613091915845870972e-02,5.802829265594482422e-01,1.036218628287315369e-01,2.842005491256713867e-01,-6.758967041969299316e-01,1.657696962356567383e-01,-8.318040966987609863e-01,1.896911114454269409e-01,1.191364973783493042e-01,6.115506291389465332e-01,9.011238813400268555e-02,9.193542003631591797e-01,-4.077067077159881592e-01,-4.532873928546905518e-01,5.157241225242614746e-01,4.049359560012817383e-01,-2.039906084537506104e-01,-1.697978973388671875e-01,-5.132571458816528320e-01,-5.496238470077514648e-01,3.264005780220031738e-01,1.159611344337463379e-01,6.878399848937988281e-01,-5.217378139495849609e-01,1.524155139923095703e-01,-3.492948412895202637e-01,3.185214698314666748e-01
-5.311620831489562988e-01,3.679711371660232544e-02,4.193060696125030518e-01,4.672718346118927002e-01,4.011863470077514648e-02,1.698852777481079102e-01,-1.753851026296615601e-01,-4.574858546257019043e-01,-1.967280060052871704e-01,-3.855048120021820068e-01,-1.443930864334106445e-01,-2.089922726154327393e-01,2.788280248641967773e-01,1.845129579305648804e-01,1.342350989580154419e-02,5.167314410209655762e-02,-1.397898793220520020e-01,-3.494107425212860107e-01,-7.755968570709228516e-01,-5.633715987205505371e-01,-9.510791301727294922e-02,2.978346645832061768e-01,-5.191760659217834473e-01,-3.956568241119384766e-01,3.552497029304504395e-01,3.594911396503448486e-01,-6.023319959640502930e-01,2.303963750600814819e-01,2.681745886802673340e-01,2.327380180358886719e-01,5.356667637825012207e-01,-2.062600255012512207e-01
-5.234880447387695312e-01,-1.274358332157135010e-01,4.365013539791107178e-01,3.532763123512268066e-01,-1.240378916263580322e-01,1.754133403301239014e-01,-2.266940176486968994e-01,2.230250537395477295e-01,-9.778399765491485596e-02,1.248751208186149597e-01,-2.083246409893035889e-01,-3.513228595256805420e-01,-2.480733245611190796e-01,2.991624772548675537e-01,-2.294830530881881714e-01,1.513178050518035889e-01,-3.284360468387603760e-01,2.899616360664367676e-01,-1.795941293239593506e-01,-4.684886336326599121e-01,-6.084393858909606934e-01,5.691891163587570190e-02,-3.665074706077575684e-03,2.348148375749588013e-01,5.308298021554946899e-02,-1.104000955820083618e-01,-1.393447816371917725e-01,2.136126458644866943e-01,6.017423048615455627e-02,1.627445816993713379e-01,3.575598001480102539e-01,-2.785687446594238281e-01
-2.082925289869308472e-01,-2.112298011779785156e-01,1.402334868907928467e-01,6.324261426925659180e-01,1.655425131320953369e-01,-2.569069564342498779e-01,-5.424883961677551270e-01,3.606116175651550293e-01,5.915707349777221680e-01,-2.436355352401733398e-01,-3.052695840597152710e-02,-3.270892053842544556e-02,-6.226904988288879395e-01,5.068113207817077637e-01,-8.941137790679931641e-02,-7.639514207839965820e-01,-5.005377531051635742e-02,-1.178684830665588379e-02,-1.966502666473388672e-01,-1.333615928888320923e-01,-6.305382847785949707e-01,-4.506507217884063721e-01,4.479834735393524170e-01,2.968584299087524414e-01,1.728305220603942871e-02,-2.181219160556793213e-01,8.434182405471801758e-02,6.145304441452026367e-02,1.408408880233764648e-01,-1.756333708763122559e-01,8.244466781616210938e-01,-1.614824384450912476e-01
2.392032146453857422e-01,8.992921710014343262e-01,3.222328722476959229e-01,-2.997968494892120361e-01,-9.535664319992065430e-01,-3.733977675437927246e-01,6.083717942237854004e-01,2.623106241226196289e-01,3.776874244213104248e-01,-7.685600519180297852e-01,3.091454505920410156e-01,-1.063205122947692871e+00,1.173127740621566772e-01,3.922272101044654846e-02,8.112623095512390137e-01,1.310348957777023315e-01,1.521603465080261230e+00,-8.792850971221923828e-01,-4.428453743457794189e-01,1.148123979568481445e+00,5.209755301475524902e-01,-1.765449345111846924e-01,-3.466241657733917236e-01,-8.554119467735290527e-01,-8.343983888626098633e-01,5.504201650619506836e-01,4.740945100784301758e-01,1.053463816642761230e+00,-1.025470256805419922e+00,3.717343881726264954e-02,-5.463677644729614258e-01,5.497589707374572754e-01
-5.435750484466552734e-01,-8.236392587423324585e-02,1.772246509790420532e-01,3.108095005154609680e-02,-2.873145043849945068e-02,4.260195046663284302e-02,-1.933096945285797119e-01,7.704383134841918945e-02,8.363562822341918945e-02,1.970381289720535278e-02,-3.037802129983901978e-02,-2.937656939029693604e-01,-2.110203504562377930e-01,1.644700914621353149e-01,-2.418922483921051025e-01,1.821171641349792480e-01,-3.929877877235412598e-01,4.184830784797668457e-01,-2.295628190040588379e-02,-4.714502692222595215e-01,-5.041397809982299805e-01,3.206875324249267578e-01,1.348156929016113281e-01,5.942554771900177002e-02,6.785485148429870605e-02,1.867613941431045532e-02,-8.998686075210571289e-02,-9.013757109642028809e-03,6.093522533774375916e-02,1.158415675163269043e-01,2.249552011489868164e-01,-4.976291954517364502e-01
-3.202167749404907227e-01,-1.812450289726257324e-01,7.064985483884811401e-02,3.180790543556213379e-01,-2.198998257517814636e-02,1.634570509195327759e-01,-5.638819932937622070e-01,1.466629505157470703e-01,3.044432997703552246e-01,1.958562135696411133e-01,-4.071296453475952148e-01,1.192585304379463196e-01,1.823223382234573364e-01,-2.293193042278289795e-01,5.748716741800308228e-02,6.049077585339546204e-02,-3.134676516056060791e-01,3.753010928630828857e-01,-2.082478255033493042e-01,-1.346912682056427002e-01,-1.122244447469711304e-01,-7.007002830505371094e-02,2.680258750915527344e-01,2.119696885347366333e-01,4.930507540702819824e-01,-4.245399236679077148e-01,-2.336552143096923828e-01,1.593817919492721558e-01,1.339892745018005371e-01,3.272189795970916748e-01,2.525722980499267578e-01,-2.450782954692840576e-01
1.042467802762985229e-01,-2.151179015636444092e-01,2.608235776424407959e-01,3.524833321571350098e-01,7.065083086490631104e-02,-1.114890798926353455e-01,-4.408972263336181641e-01,3.768327236175537109e-01,2.927485704421997070e-01,-1.545960456132888794e-02,1.049088686704635620e-02,-1.788828074932098389e-01,-3.132405281066894531e-01,2.114396393299102783e-01,-1.780457794666290283e-03,-4.774897694587707520e-01,-7.986964285373687744e-02,2.926903069019317627e-01,1.225679814815521240e-01,1.194058358669281006e-02,-1.324756890535354614e-01,8.366462588310241699e-02,1.786073148250579834e-01,3.208665251731872559e-01,2.223983407020568848e-03,-2.839509248733520508e-01,5.499276518821716309e-02,1.390949785709381104e-01,-1.017153263092041016e-01,-1.163926199078559875e-01,7.713035345077514648e-01,-2.245497405529022217e-01
