3.892986536026000977e+00,-2.802365303039550781e+00
-2.870398461818695068e-01,1.296992969512939453e+01
-4.040907382965087891e+00,1.019455194473266602e+00
1.687152862548828125e+00,-2.725077152252197266e+00
-1.147231936454772949e+00,1.319596672058105469e+01
-3.002670288085937500e+00,2.733473300933837891e+00
1.404499292373657227e+00,3.473583459854125977e+00
-1.080542087554931641e+00,1.214761734008789062e+01
4.022169589996337891e+00,5.878955125808715820e-01
-3.596843719482421875e+00,2.248291969299316406e+00
-3.160642087459564209e-01,2.127007842063903809e-01
2.794156968593597412e-01,1.206051063537597656e+01
3.085761070251464844e-01,-8.811312913894653320e-01
-2.383211851119995117e-01,1.545003149658441544e-02
1.383414363861083984e+01,-2.335185289382934570e+00
1.489075541496276855e+00,-3.757843494415283203e+00
1.750249743461608887e+00,4.168941497802734375e+00
1.336601495742797852e+00,3.072784423828125000e+00
1.845943093299865723e+00,2.917363643646240234e+00
-2.991754055023193359e+00,-9.095243364572525024e-02
-5.017381310462951660e-01,-2.546410560607910156e-01
1.317921429872512817e-01,2.394992589950561523e+00
1.305762195587158203e+01,-3.207664728164672852e+00
-5.110918879508972168e-01,2.321688652038574219e+00
-1.043662905693054199e+00,1.202712440490722656e+01
8.130286931991577148e-01,7.242721319198608398e-01
-2.746624648571014404e-01,1.312227439880371094e+01
-1.578499823808670044e-01,3.500719070434570312e-01
3.346862554550170898e+00,-3.626005172729492188e+00
-3.445416212081909180e+00,2.345405578613281250e+00
1.421689224243164062e+01,-8.282109498977661133e-01
1.445450484752655029e-01,1.190873336791992188e+01
-2.858356237411499023e+00,8.211155533790588379e-01
-3.216893434524536133e+00,-3.275301754474639893e-01
2.828209102153778076e-01,-1.180187582969665527e+00
-8.555067181587219238e-01,1.231955814361572266e+01
-7.252418994903564453e-02,1.284880733489990234e+01
1.078850269317626953e+00,2.873133420944213867e+00
-3.990393400192260742e+00,1.999611020088195801e+00
-5.221539974212646484e+00,3.217315912246704102e+00
-9.704781770706176758e-01,2.150838961824774742e-03
